"text_entry","spec","spore_type","measure_orig","Dim1","Dim2","Dim3","Dim4"
"Basidiospores subellipsoid, 2.2-3 x 1-1.5 µm.","Polystictus gypseus_70067_45137","Basidiospores","2.2-3 x 1-1.5",2.6,1.25,NA,NA
"Basidiospores ellipsoid to truncate, hyaline to pale yellow, thick-walled, dextrinoid in Melzer's reagent, 4-5 x 2.5-3.5 µm.","Trametes japonica_70086_44517","Basidiospores","4-5 x 2.5-3.5",4.5,3,NA,NA
"Basidiospores 7-12 x 5-7,5 (av. 10,5 x 5,5) µm,","Lepiota mellea_143854_14292","Basidiospores",". 10,5 x 5,5)",10.5,5.5,NA,NA
"Basidiospores 4-5.6 x 1.8-2.8 µm.","Morellus impudicus_167065_37118","Basidiospores","4-5.6 x 1.8-2.8",4.8,2.3,NA,NA
"basidiospores narrowly ellipsoid, subcylindrical to suballantoid, 8-12 x 3-4.5 µm","Peniophora setigera_70025_12604","basidiospores","8-12 x 3-4.5",10,3.75,NA,NA
"Basidiospores narrowly ellipsoid to suballantoid, 7-11 x 3-4.5 µm,","Peniophora setigera_70025_50029","Basidiospores","7-11 x 3-4.5",9,3.75,NA,NA
"Basidiospores broadly ellipsoid and variable in size, usually 8-10(-12) x 6.5-7(8) µm,","Gloeocystidium albostramineum_68102_50866","Basidiospores","8-10(-12) x 6.5-7(8)",10,7,NA,NA
"basidiospores  (6-)7-8(-8.5) µm","Tomentella coerulea_72112_862","basidiospores","(6-)7-8(-8.5)",7.5,NA,NA,NA
"Basidiospores 6.5-8 µm","Tomentella coerulea_72112_941","Basidiospores","6.5-8",7.25,NA,NA,NA
"Basidiospores ellipsoid; hyaline; smooth; thin-walled; amyloid; 2-nucleate; 3.5-6 x 2.5-3 (-3.5) µm.","Lloydella subpileata_70011_19853","Basidiospores","; 3.5-6 x 2.5-3 (-3.5)",4.75,3,NA,NA
"Basidiospores hyaline, oval or elliptical, papillate, thin walled, smooth, 4.37-5.25 x 2.62-3.5 µm.","Lloydella subpileata_70011_20018","Basidiospores","4.37-5.25 x 2.62-3.5",4.81,3.06,NA,NA
"Basidiospores ellipsoid, 3.5-5.5 x 2.5-3(-3.5) µm,","Lloydella subpileata_70011_54076","Basidiospores","3.5-5.5 x 2.5-3(-3.5)",4.5,3,NA,NA
"Basidiospores narrowly cylindrical, slightly thicker in the middle, moderately curved, with blunt ends, guttules indistinct or none, thin-walled, hyaline, IKI-, CB-, (2.6-)2.9-3.6(-4) x (0.8-)0.9-1.4(-1.7) µm,","Trametes vulgaris_70089_22909","Basidiospores","-(2.6-)2.9-3.6(-4) x (0.8-)0.9-1.4(-1.7)",3.25,1.15,NA,NA
"basidiospores cylindrical (Q = 3.1-3.6), some ventrally depressed, 16-21 x 5.5-6 µm,","Heterochaete tenuicula_79241_29310","basidiospores","16-21 x 5.5-6",18.5,5.75,NA,NA
"Basidiospores globose, pale yellow, slightly thick-walled with age, 3-4 µm","Phellinus extensus_69882_26759","Basidiospores","3-4",3.5,NA,NA,NA
"Basidiospores ellipsoid to subglobose, rusty brown, thick-walled, smooth, 4.5-6(-6.5) x 4-5.5 µm.","Pyropolyporus fastuosus_70071_26760","Basidiospores","4.5-6(-6.5) x 4-5.5",6,4.75,NA,NA
"Basidiospores allantoid, hyaline, smooth, 3-4 x 0.5-0.8 µm.","Pyropolyporus albomarginatus_70070_4655","Basidiospores","3-4 x 0.5-0.8",3.5,0.65,NA,NA
"Basidiospores citriform, variable in size but usually 10-14 x 8-10 µm,","Peniophora fusispora_70026_53980","Basidiospores","10-14 x 8-10",12,9,NA,NA
"Basidiospores  hyaline, thin-walled, globose to ellipsoid, smooth, 2.5-4.2 x 1.6-2.4 µm,","Polyporellus obovatus_70061_4634","Basidiospores","2.5-4.2 x 1.6-2.4",3.35,2,NA,NA
"Basidiospores ellipsoid to subglobose, 3.5-5 x 2-4.5 µm.","Polyporellus obovatus_70061_47767","Basidiospores","3.5-5 x 2-4.5",4.25,3.25,NA,NA
"Basidiospores cylindrical to broadly ellipsoid, 10-15 x 4-6 µm.","Polyporellus udus_70060_7488","Basidiospores","10-15 x 4-6",12.5,5,NA,NA
"Basidiospores subglobose, hyaline, finely ornamented, strongly amyloid in Melzer's reagent, 4-5.5 x 3.5-4 µm.","Gloiodon strigosus_69920_21749","Basidiospores","4-5.5 x 3.5-4",4.75,3.75,NA,NA
"Basidiospores 9-12.7 x 6.5-10 µm","Leucocoprinus fragilissimus_164197_58325","Basidiospores","9-12.7 x 6.5-10",10.85,8.25,NA,NA
"Basidiospores hyaline, smooth, thick-walled, often appearing truncate, dextrinoid in Melzer's reagent (reaction sometimes variable), ellipsoid to ovoid, 5.5-8.5 x 4-5 µm.","Trametes medulla-panis_69869_3402","Basidiospores","5.5-8.5 x 4-5",7,4.5,NA,NA
"Basidiospores ellipsoid to broadly ovoid to subglobose, apically truncate, with an apiculus, thick-walled, with an apical germ pore, 0-1 guttate, hyaline, (non-) to mostly strongly dextrinoid, cyanophilous, (4.2)-4.5-5.5-(6.0) x (3.2)-3.5-4.5-(6.0) µm,","Trametes medulla-panis_69869_13462","Basidiospores","(4.2)-4.5-5.5-(6.0) x (3.2)-3.5-4.5-(6.0)",5,4,NA,NA
"Basidiospores broadly ellipsoid to ovoid, usually truncate, thick-walled, smooth, hyaline, weakly to strongly dextrinoid in Melzer's reagent, 5-6 x 3.5-4.5 µm.","Trametes medulla-panis_69869_44518","Basidiospores","5-6 x 3.5-4.5",5.5,4,NA,NA
"basidiospores hyaline to yellowish, one-guttulate, ovoid, slightly flattened on one side, 6. 0-9.0 x 4.0-4.5 µm.","Phellinus obliquus_69885_763","basidiospores","6. 0-9.0 x 4.0-4.5",7.5,4.25,NA,NA
"Basidiospores hyaline to pale brownish, broadly ellipsoid to ovoid, 9-10 x 5.5-6.5 µm.","Phellinus obliquus_69885_26837","Basidiospores","9-10 x 5.5-6.5",9.5,6,NA,NA
"Basidiospores cylindric-ellipsoid. hyaline, smooth. negative in melzer's reagent, 6-9 x 3.5-4.5 µm.","Fomitopsis pinicola_10460_44034","Basidiospores","6-9 x 3.5-4.5",7.5,4,NA,NA
"Basidiospores cylindric, straight or slightly curved, 7-9 x 2.5-3 µm.","Favolus arcularius_35998_7461","Basidiospores","7-9 x 2.5-3",8,2.75,NA,NA
"Basidiospores narrowly ellipsoid, 4-5 x 2-2.5 µm,","Cotylidia undulata_69901_48644","Basidiospores","4-5 x 2-2.5",4.5,2.25,NA,NA
"Basidiospores broadly ellipsoid to subglobose, minutely tuberculate, amyloid, 3,5-5 x 3-4 µm.","Friesites coralloides_73296_3544","Basidiospores","3,5-5 x 3-4",4.25,3.5,NA,NA
"Basidiospores broadly ellipsoid to subglobose, 3.5-5 x 2.5-4 µm,","Friesites coralloides_73296_49989","Basidiospores","3.5-5 x 2.5-4",4.25,3.25,NA,NA
"basidiospores suballantoid, (3.5-)4-5(-5.5) x 2-2.5 µm,","Grandinia brinkmannii_68112_12487","basidiospores","(3.5-)4-5(-5.5) x 2-2.5",4.5,2.25,NA,NA
"Basidiospores suballantoid, 4-5 x 2-2.5 µm,","Grandinia brinkmannii_68112_53895","Basidiospores","4-5 x 2-2.5",4.5,2.25,NA,NA
"Basidiospores ellipsoid, 3-3.5(-4) x 2-2.5 µm,","Mycoleptodon fimbriatus_35548_53932","Basidiospores","3-3.5(-4) x 2-2.5",3.5,2.25,NA,NA
"Basidiospores 8.0(9.8)11.5 x 4.5(5.5)6.0 µm,","Inocybe lanatodisca_125263_59716","Basidiospores","8.0(9.8)11.5 x 4.5(5.5)6.0",9.8,5.5,NA,NA
"Basidiospores ellipsoid with prominent apiculus, 7-9 x 3.5-4 µm,","Podoscypha sowerbyi_70446_48641","Basidiospores","7-9 x 3.5-4",8,3.75,NA,NA
"basidiospores with walls pale yellowish when immature and pale to medium brown or umbrinous when mature, globose to subglobose or irregular, appearing roughly triangular when immature, thin-to moderately thick-walled, rarely echinulate, usually warted, the warts often dichotomously branched, 7-10(-11) µm","Hypochnus umbrinus_77711_803","basidiospores","7-10(-11)",10,NA,NA,NA
"Basidiospores 5-6-2 x 4.5-5-5 µm","Hydnellum caeruleum_73232_7419","Basidiospores","5-6-2 x 4.5-5-5",6,5,NA,NA
"Basidiospores cylindrical, 9-12.5 x 4-5 µm.","Leucoporus virgatus_69828_7491","Basidiospores","9-12.5 x 4-5",10.75,4.5,NA,NA
"basidiospores hyaline, even, ellipsoid, or oblong, 3.6-4.5 x 2.7 µm.","Leptoporus fumosus_69820_729","basidiospores","3.6-4.5 x 2.7",4.05,2.7,NA,NA
"Basidiospores short-cylindrical, straight. hyaline, smooth, negative in Melzers reagent, 5.5-7 x 2.5-3.5 µm.","Leptoporus fumosus_69820_43963","Basidiospores","5.5-7 x 2.5-3.5",6.25,3,NA,NA
"basidiospores hyaline, even, cylindric, 4.6 x 1.8-2.0 µm.","Coriolus hirsutus_29726_735","basidiospores","4.6 x 1.8-2.0",4.6,1.9,NA,NA
"basidiospores hyaline, even, cylindric, 4.6 x 1.8-2.0;a. Submerged mycelium: (a) hyphae as in advancing zone; (b) in old cultures one to two-celled fragments of hyphae present, less common, thin to slightly thick-walled, often swollen and rounded to irregular in shape, appearing like chlamydospores, 3.0-7.4 µm","Coriolus hirsutus_29726_7311","basidiospores","3.0-7.4",5.2,NA,NA,NA
"Basidiospores cylindric; hyaline, smooth, negative in Melzer' s reagent, 6-9 x 2-2.5 µm.","Coriolus hirsutus_29726_43841","Basidiospores","6-9 x 2-2.5",7.5,2.25,NA,NA
"Basidiospores cylindric to ellipsoid, thin-walled, hyaline, smooth, (7-) 8-10 (-11) x 3-4 µm.","Melanopus infernalis_69856_4443","Basidiospores","(7-) 8-10 (-11) x 3-4",9,3.5,NA,NA
"basidiospores broadly ellipsoid to ellipsoid, warted (warts up to 0.25 ,um in length), 3.5-5x2.5-3 µm","Leptoporus molluscus_69821_12504","basidiospores",")3.5-5x2.5-3",4.25,2.75,NA,NA
"Basidiospores ovoid to subglobose, hyaline, densely echinulate, negative in Melzer's reagent, 3.5-4 x 3-3.5 µm.","Leptoporus molluscus_69821_44634","Basidiospores","3.5-4 x 3-3.5",3.75,3.25,NA,NA
"basidiospores hyaline, even, non-amyloid, ovoid, 3.6-5.2 x 2.0-2.6 µm","Microporus sanguineus_69858_797","basidiospores","3.6-5.2 x 2.0-2.6",4.4,2.3,NA,NA
"basidiospores hyaline, even, non-amyloid, short-cylindric or ovoid, 4.0-5.2X2.0-2.6 µm","Microporus sanguineus_69858_798","basidiospores","4.0-5.2x2.0-2.6",4.6,2.3,NA,NA
"basidiospores hyaline, even, 3.7-4.9 x 2.2-2.5 µm.","Microporus sanguineus_69858_7319","basidiospores","3.7-4.9 x 2.2-2.5",4.3,2.35,NA,NA
"Basidiospores cylindrical to narrowly ellipsoid or broadly subfusiform with a small, distinct, hyaline apiculus, (13-)16-24(-26.5) x (7.2-)8-11(-12.3) µm,","Mycobonia brunneoleuca_61820_70238","Basidiospores","(13-)16-24(-26.5) x (7.2-)8-11(-12.3)",20,9.5,NA,NA
"Basidiospores ovoid to subglobose, hyaline, smooth, negative in Melzer's reagent, 5-6.5 x 4-4.5 µm.","Xanthochrous conchatus_69879_4079","Basidiospores","5-6.5 x 4-4.5",5.75,4.25,NA,NA
"Spores.-Basidiospores broadly ellipsoid, hyaline, becoming pale yellowish with age, fairly thick-walled, smooth, IKI-, CB-or slightly CB+, (4.9-)5-6(-6.2)-(3.9-)4.1-5(-5.1) µm,","Xanthochrous conchatus_69879_43035","Spores.-Basidiospores","+(4.9-)5-6(-6.2) x (3.9-)4.1-5(-5.1)",6,4.55,NA,NA
"Basidiospores ovoid to subglobose, hyaline, smooth, negative in Melzer's reagent, 56.5 x 4-4.5 µm.","Xanthochrous conchatus_69879_44529","Basidiospores","56.5 x 4-4.5",56.5,4.25,NA,NA
"Basidiospores ellipsoid, hyaline to pale brown, smooth, 2.5-3.5 x 1.5-2 µm.","Cyclomyces tabacinus_73831_44929","Basidiospores","2.5-3.5 x 1.5-2",3,1.75,NA,NA
"Basidiospores cylindric, 6-7 x 2-3 µm.","Leucoporus tricholoma_69829_7485","Basidiospores","6-7 x 2-3",6.5,2.5,NA,NA
"Basidiospores narrowly ellipsoid to subcylindrical, 4-5.5 x 2-2.5 µm,","Corticium murrayi_69809_48679","Basidiospores","4-5.5 x 2-2.5",4.75,2.25,NA,NA
"Basidiospores cylindrical, often slightly bent, 5-7 x 2-2.5 µm,","Trametes portoricensis_69840_47777","Basidiospores","5-7 x 2-2.5",6,2.25,NA,NA
"Spores-Basidiospores oblong ellipsoid, hyaline, thin-walled, smooth, IKI-, CB-, (4.1-)4.2-5.1(-5.8) x 2-2.4(-2.5) µm,","Coriolus maximus_69897_52462","Spores-Basidiospores","-(4.1-)4.2-5.1(-5.8) x 2-2.4(-2.5)",4.65,2.4,NA,NA
"Basidiospores normally abundantly present, subglobose, hyaline to very pale yellowish, often partly collapsed, thin-to slightly thick-walled, 3-3.5(4) x 3 µm.","Pyropolyporus pectinatus_71255_44950","Basidiospores","3-3.5(4) x 3",3.5,3,NA,NA
"Basidiospores ellipsoid, 14-18 x 8-10(-12) µm,","Kneiffia aurantiaca_70002_50979","Basidiospores","14-18 x 8-10(-12)",16,10,NA,NA
"Basidiospores ovoid, smooth, dark reddish brown in KOH, negative in Melzer's reagent, thick-walled, 5-7 x 4-6 µm.","Coriolopsis badia_69893_4077","Basidiospores","5-7 x 4-6",6,5,NA,NA
"Basidiospores narrowly ellipsoid, 9-12 x 5-6 µm,","Serpula lacrymans_25556_53886","Basidiospores","9-12 x 5-6",10.5,5.5,NA,NA
"Basidiospores allantoid, 7-11 x 2.2-3.5 µm,","Peniophora rufomarginata_19727_50996","Basidiospores","7-11 x 2.2-3.5",9,2.85,NA,NA
"basidiospores ellipsoid, often straight to slightly concave at the adaxial side, 4-5.5 x 3-3.5 µm,","Trechispora sulphurea_65261_12516","basidiospores","4-5.5 x 3-3.5",4.75,3.25,NA,NA
"Basidiospores ovoid to subglobose, hyaline, thin-walled, uniguttulate, 4-4.5 x 3.5-4 µm.","Polyporus luctuosus_71222_44947","Basidiospores","4-4.5 x 3.5-4",4.25,3.75,NA,NA
"basidiospores oblong to short-cylindric, hyaline, smooth, thin-walled, negative in Melzer's reagent, 3.5-4 x 1.5-2 µm.","Pseudomerulius curtisii_63945_4575","basidiospores","3.5-4 x 1.5-2",3.75,1.75,NA,NA
"Basidiospores narrowly ellipsoid, smooth, thin-walled, 4.5-5 (-5.5) x 2.5-3 µm.","Hyphodontia wrightii_65428_22522","Basidiospores","4.5-5 (-5.5) x 2.5-3",5,2.75,NA,NA
"Basidiospores narrowly ellipsoid, thin-walled, 4.5-5.5 x 2.5-3 µm,","Amphinema diadema_63991_48107","Basidiospores","4.5-5.5 x 2.5-3",5,2.75,NA,NA
"Basidiospores broadly ellipsoidal with prominent apiculus, thin-walled, smooth, not amyloid, dextrinoid or cyanophilous, 10-13 x 6-9 µm.","Erythricium salmonicolor_54298_14772","Basidiospores","10-13 x 6-9",11.5,7.5,NA,NA
"Basidiospores narrowly ellipsoid, somewhat curved, 4-5.5 x 2.5-3.5 µm,","Fibricium subceraceum_65177_49924","Basidiospores","4-5.5 x 2.5-3.5",4.75,3,NA,NA
"Basidiospores (Figure 7) 8.3-9.4 x 2.5-3.2 µm","Hohenbuehelia aciculospora_44485_2275","Basidiospores","7) 8.3-9.4 x 2.5-3.2",8.3,2.85,NA,NA
"basidiospores (Fig. 9e) hyaline, negative in Melzer's reagent, broadly ellipsoid to subglobose, smooth, 5-6.5 x 4-5.5 µm.","Hyphodontia apacheriensis_63571_3061","basidiospores","5-6.5 x 4-5.5",5.75,4.75,NA,NA
"Basidiospores rhomboidal in profile or side views, mostly 4-angled and rectangular, sometimes 5-angled (particularly in dorsi-ventral view), isodiametric to heterodiametric, isodiametric and 5-angled in polar view, 6.9-12.2 x 6.9-9.9 µm","Inopilus virescens_192885_52453","Basidiospores","6.9-12.2 x 6.9-9.9",9.55,8.4,NA,NA
"basidiospores that average <10 µm","Inopilus virescens_192885_52453","basidiospores","<10",10,NA,NA,NA
"Basidiospores ellipsoid, 2.5-3.5 x 2-2.5 µm,","Odonticium helgae_64260_50967","Basidiospores","2.5-3.5 x 2-2.5",3,2.25,NA,NA
"basidiospores ellipsoid, slightly depressed on one side, 7.5-9 x 4.5-5.5(-6) µm,","Phanerochaete aurata_63619_11939","basidiospores","7.5-9 x 4.5-5.5(-6)",8.25,5.5,NA,NA
"basidiospores ellipsoid to broadly ellipsoid, adaxially flattened, 8.5-9.5(-12) x 5.5-6.5(-7) µm,","Phanerochaete bubalina_63717_11943","basidiospores","8.5-9.5(-12) x 5.5-6.5(-7)",9.5,6.5,NA,NA
"basidiospores allantoid, 3.5-4.5 x 1.2-1.5 µm,","Phanerochaete cana_63744_11946","basidiospores","3.5-4.5 x 1.2-1.5",4,1.35,NA,NA
"basidiospores narrowly ellipsoid, adaxially flattened or depressed, 7-9.5 x 3-3.5 µm,","Phanerochaete caucasica_63781_11948","basidiospores","7-9.5 x 3-3.5",8.25,3.25,NA,NA
"basidiospores narrowly ellipsoid, (7-)8-9.5 x 3.5-4.5 µm,","Phanerochaete corymbata_63896_11952","basidiospores","(7-)8-9.5 x 3.5-4.5",8,4,NA,NA
"basidiospores narrowly ellipsoid, 6-8 x 3-3.5(-4) µm,","Phanerochaete crassa_63901_11953","basidiospores","6-8 x 3-3.5(-4)",7,3.5,NA,NA
"Basidiospores ellipsoid; hyaline; smooth; thin-walled; negative in Melzer's; 5-8 x (2.5-) 3-4 µm.","Phanerochaete crassa_63901_19937","Basidiospores","; 5-8 x (2.5-) 3-4",6.5,3,NA,NA
"basidiospores ellipsoid, adaxially flattened, 5.5-6.5 x 3-3.5 µm,","Phanerochaete exilis_64076_11955","basidiospores","5.5-6.5 x 3-3.5",6,3.25,NA,NA
"basidiospores ellipsoid to narrowly ellipsoid, 5-5.5 x 2.5-3 µm,","Phanerochaete luteoaurantiaca_64517_11963","basidiospores","5-5.5 x 2.5-3",5.25,2.75,NA,NA
"basidiospores ellipsoid to narrowly ellipsoid, 5.5-7 x 2.5-3 µm,","Phanerochaete magnoliae_64546_11964","basidiospores","5.5-7 x 2.5-3",6.25,2.75,NA,NA
"basidiospores narrowly ellipsoid to subcylindrical. 4.5-6 x2.5-3 µm.","Phanerochaete magnoliae_64546_12438","basidiospores",". 4.5-6 x2.5-3",5.25,2.75,NA,NA
"Basidiospores narrowly ellipsoid to subcylindrical, 4.5-6 x 2.5-3 µm,","Phanerochaete magnoliae_64546_51050","Basidiospores","4.5-6 x 2.5-3",5.25,2.75,NA,NA
"basidiospores ellipsoid, adaxially flattened, 4.5-6 x 2.5-3 µm,","Phanerochaete ravenelii_64953_11968","basidiospores","4.5-6 x 2.5-3",5.25,2.75,NA,NA
"basidiospores ellipsoid to subcylin­drical, adaxially flattened, 4-5.5 x 2.5-3 µm,","Phanerochaete ravenelii_64953_12449","basidiospores","4-5.5 x 2.5-3",4.75,2.75,NA,NA
"Basidiospores ellipsoid, curved, 4-5 x 2.5-3 µm,","Phanerochaete ravenelii_64953_51097","Basidiospores","4-5 x 2.5-3",4.5,2.75,NA,NA
"basidiospores narrowly ellipsoid, adaxially flattened, 4.5-5 x 2-2.5 µm,","Phanerochaete rimosa_64984_11969","basidiospores","4.5-5 x 2-2.5",4.75,2.25,NA,NA
"basidiospores subcylindrical, sometimes slightly concaved at the adaxial side, 3.5-5 x (l.5-) 2 µm,","Phanerochaete rimosa_64984_12452","basidiospores",".5-) 2",3.5,NA,NA,NA
"basidiospores ellipsoid, 5.5-7(-8) x 3-3.5 µm,","Phanerochaete sacchari_65037_11971","basidiospores","5.5-7(-8) x 3-3.5",7,3.25,NA,NA
"basidiospores than the latter. Burdsall (1985) measured basidiospores of this species as 5.5-7.5 x 2.5-3.5 µm.","Phanerochaete singularis_65103_4332","basidiospores","5.5-7.5 x 2.5-3.5",6.5,3,NA,NA
"basidiospores of this species as 5.5-7.5 x 2.5-3.5 µm.","Phanerochaete singularis_65103_4332","basidiospores","5.5-7.5 x 2.5-3.5",6.5,3,NA,NA
"basidiospores are somewhat longer than those of P. brunnea specimens (4.5-5.5 x 2.3-3.0 µm).","Phanerochaete singularis_65103_4332","basidiospores","(4.5-5.5 x 2.3-3.0",5,2.65,NA,NA
"basidiospores narrowly ellipsoid to nearly cylindrical, sometimes slightly curved, 5.5-7.5 x 2.5-3.5 µm,","Phanerochaete singularis_65103_11974","basidiospores","5.5-7.5 x 2.5-3.5",6.5,3,NA,NA
"basidiospores ellipsoid, 4.5-5.5 x 2.5 µm,","Phanerochaete subceracea_65176_11976","basidiospores","4.5-5.5 x 2.5",5,2.5,NA,NA
"basidiospores ellipsoid to subcylindrical, 4-4.5 x 2-2.5 µm,","Phanerochaete subceracea_65176_12441","basidiospores","4-4.5 x 2-2.5",4.25,2.25,NA,NA
"basidiospores oblong-ellipsoid, flattened on one side, 4-4.5 x 2-2.5 µm,","Phanerochaete subceracea_65176_25234","basidiospores","4-4.5 x 2-2.5",4.25,2.25,NA,NA
"basidiospores narrowly ellipsoid, adaxially flattened, 4.5-5.5(-6.5) x 2.5-3 µm,","Phanerochaete subiculosa_65197_11977","basidiospores","4.5-5.5(-6.5) x 2.5-3",5.5,2.75,NA,NA
"basidiospores broadly ellipsoid, adaxially flattened, 6-9 x 3.5-4.5 µm,","Phanerochaete xerophila_65434_11981","basidiospores","6-9 x 3.5-4.5",7.5,4,NA,NA
"basidiospores  5-6.5 (-7) x 3-4 µm,","Postia angulipora_30678_41031","basidiospores","5-6.5 (-7) x 3-4",6.5,3.5,NA,NA
"Basidiospores cylindrical, slightly curved, hyaline, smooth, negative in Melzer's reagent, 8-12 x 2-3 µm.","Postia mappa_64562_44465","Basidiospores","8-12 x 2-3",10,2.5,NA,NA
"Basidiospores cylindric, slightly curved, hyaline, smooth, negative in Melzer' s reagent, 5.5-7 x 2-2.5 µm.","Postia placenta_54386_44467","Basidiospores","5.5-7 x 2-2.5",6.25,2.25,NA,NA
"Basidiospores cylindrical, hyaline, smooth, thin-walled, negative in Melzer's reagent, 6-8 x 2-3 µm.","Postia rancida_64946_44469","Basidiospores","6-8 x 2-3",7,2.5,NA,NA
"basidiospores cylindric, hyaline, negative in Melzer's reagent, 4-5 x 2-2.5 µm.","Postia salmonicolor_65046_35309","basidiospores","4-5 x 2-2.5",4.5,2.25,NA,NA
"Basidiospores oblong to short-cylindric. hyaline. thin-walled, smooth, negative in Melzer's reagent, 3.5-5.5 x 2-2.5 µm,","Postia salmonicolor_65046_44072","Basidiospores","3.5-5.5 x 2-2.5",4.5,2.25,NA,NA
"Basidiospores ovate, on one side flattened, smooth, with droplets or granular content, 7,5-11 x 5-9 µm,","Syzygospora pallida_52823_47531","Basidiospores","7,5-11 x 5-9",9.25,7,NA,NA
"Basidiospores hyalines, à paroi mince non amylorde, 7-8-(10) x 3,25-3,5-(3,75) µm,","Syzygospora solida_65109_3951","Basidiospores","7-8-(10) x 3,25-3,5-(3,75)",8,3.5,NA,NA
"Basidiospores non répétitives semble-t-il mais cependant capablesde produire, sans cloisonnement préalable, des conidies en un ou plusieurs points. Conidiospores ellipsoïdes, 3-4 x 1,5-2 µm,","Syzygospora solida_65109_3951","Basidiospores","3-4 x 1,5-2",3.5,1.75,NA,NA
"Basidiospores narrowly ellipsoid, 5-6 x 2.5-3.5 µm,","Tubulicrinis confusus_63863_54025","Basidiospores","5-6 x 2.5-3.5",5.5,3,NA,NA
"Basidiospores  (10-)11-15(-16) x (9.5-)10.5-14(-15) µm","Xerula macracantha_184481_43941","Basidiospores","(10-)11-15(-16) x (9.5-)10.5-14(-15)",13,12.25,NA,NA
"Basidiospores  12-15.5 x 11-14.5 µm","Xerula steffenii_168303_43942","Basidiospores","12-15.5 x 11-14.5",13.75,12.75,NA,NA
"Basidiospores ellipsoid to oblong subcylindrical, finely warted, 10-15 x 5-7 µm.","Acanthobasidium norvegicum_30319_5582","Basidiospores","10-15 x 5-7",12.5,6,NA,NA
