"clade","species","value"
"eudicots","Sclerolaena lanicuspis (F.Muell.) F.Muell. ex Benth.",3.624
"eudicots","Sclerolaena longicuspis (F.Muell.) A.J.Scott",20.0436
"eudicots","Sclerolaena minuta (Ising) A.J.Scott",0.78
"eudicots","Sclerolaena muelleri (Benth.) A.J.Scott",9.48
"eudicots","Sclerolaena muricata (Moq.) Domin",1.56
"eudicots","Sclerolaena napiformis Paul G.Wilson",11.6434
"eudicots","Sclerolaena obliquicuspis (R.H.Anders.) Ulbr.",5.4288
"eudicots","Sclerolaena parviflora (Anderson) A.J.Scott",3.136
"eudicots","Sclerolaena tricuspis (F.Muell.) Ulbr.",9.0512
"eudicots","Sclerolaena ventricosa (J.M.Black) A.J.Scott",8.0472
"eudicots","Sclerolobium guianense Benth.",265
"eudicots","Sclerolobium paniculatum Vogel",98.8708
"eudicots","Scolopia heterophylla (Lam.) Sleumer",5.9416
"eudicots","Scolopia spinescens Sleumer",17.2708
"eudicots","Scolopia theifolia Gilg",35.4116
"eudicots","Scolopia zeyheri (Nees) Harv.",17.606
"eudicots","Scolymus hispanicus L. subsp. hispanicus",4.2048
"eudicots","Scolymus hispanicus L.",3.7
"eudicots","Scolymus maculatus L.",1.54588
"eudicots","Scoparia dulcis L.",0.01
"eudicots","Scopelogena veruculata (L.) L.Bolus",0.3209459
"eudicots","Scorpiurus muricatus var. muricatus",12.5856
"eudicots","Scorpiurus muricatus var. laevigatus",13.3268
"eudicots","Scorpiurus muricatus L.",8.7
"eudicots","Scorpiurus sulcata L.",10.7
"eudicots","Scorzonera austriaca Willd.",6
"eudicots","Scorzonera biebersteinii Lipsch.",4.2265957
"eudicots","Scorzonera cana var. alpina (C.A.Mey.) Hoffm.",4.8228
"eudicots","Scorzonera cana (C.A.Mey.) O.Hoffm.",2.278
"eudicots","Scorzonera dzhawakhetica Sosn. ex Grossh.",5.8592
"eudicots","Scorzonera hispanica L.",9.6
"eudicots","Scorzonera humilis L.",4.0675
"eudicots","Scorzonera inconspicua Lipsch. ex Pavl.",12.308
"eudicots","Scorzonera judaica Eig",14.4108
"eudicots","Scorzonera ketzkhovelii Sosn. ex Grossh. & Sosn.",11.5848485
"eudicots","Scorzonera laciniata L.",2.9588
"eudicots","Scorzonera mollis M.Bieb.",9.7618
"eudicots","Scorzonera papposa DC.",11.64
"eudicots","Scorzonera parviflora Jacq.",2.9956
"eudicots","Scorzonera purpurea L.",2.3782
"eudicots","Scorzonera subintegra (Boiss.) Thiebaut",4.81
"eudicots","Scorzonera syriaca Boiss. & Blanch.",14.54
"eudicots","Scrophularia aestivalis Griseb.",0.0568
"eudicots","Scrophularia aquatica L.",0.07
"eudicots","Scrophularia auriculata L.",0.13
"eudicots","Scrophularia bicolor Smith",0.2683575
"eudicots","Scrophularia bulgarica (Stoj.) Peev",0.1756
"eudicots","Scrophularia californica subsp. floribunda (Greene) Shaw",0.1
"eudicots","Scrophularia californica Cham. & Schltdl.",0.11
"eudicots","Scrophularia canina L. subsp. canina",0.348
"eudicots","Scrophularia canina L.",0.6
"eudicots","Scrophularia canina L. subsp. bicolor (Sibth. & Sm.) Greuter",0.1888
"eudicots","Scrophularia chrysantha Jaub. & Spach",0.1868
"eudicots","Scrophularia desertorum (Munz) R.J.Shaw",0.129
"eudicots","Scrophularia diffusa Sommier & Levier",0.1268
"eudicots","Scrophularia divaricata Ledeb.",0.1288
"eudicots","Scrophularia galilaea Eig",0.66
"eudicots","Scrophularia grayana Maxim. ex Kom.",0.1784
"eudicots","Scrophularia griffithii Benth.",0.438
"eudicots","Scrophularia grossheimii Schischk.",0.2428
"eudicots","Scrophularia heterophylla subsp. laciniata",0.14
"eudicots","Scrophularia heterophylla Willd. subsp. heterophylla",0.2204
"eudicots","Scrophularia hierochuntina Boiss.",0.1393
"eudicots","Scrophularia imerethica Kem.-Nath.",0.0984
"eudicots","Scrophularia lanceolata Pursh",0.176
"eudicots","Scrophularia lateriflora Trautv.",0.0728
"eudicots","Scrophularia leporella E.P.Bicknell",0.14
"eudicots","Scrophularia libanotica Boiss.",0.2016
"eudicots","Scrophularia lunariifolia Boiss. & Balansa",0.1392
"eudicots","Scrophularia macrantha Greene ex Stiefelhagen",0.1004
"eudicots","Scrophularia macrobotrys Ledeb.",0.112
"eudicots","Scrophularia macrophylla Boiss.",0.179
"eudicots","Scrophularia marilandica L.",0.154
"eudicots","Scrophularia michoniana Cass.",0.3144
"eudicots","Scrophularia minima M.Bieb.",0.4776
"eudicots","Scrophularia nodosa L.",0.1
"eudicots","Scrophularia olympica Boiss.",0.2352
"eudicots","Scrophularia orientalis L.",0.1777159
"eudicots","Scrophularia ramosissima Loisel.",0.3352
"eudicots","Scrophularia rubricaulis Boiss.",0.2274
"eudicots","Scrophularia rutifolia Boiss.",0.2792
"eudicots","Scrophularia scopolii Hoppe ex Pers.",0.1228
"eudicots","Scrophularia scorodonia L.",0.1309
"eudicots","Scrophularia smithii Hornem.",0.0768
"eudicots","Scrophularia sosnowskyi Kem.-Nath.",0.23
"eudicots","Scrophularia sp.",0.26
"eudicots","Scrophularia sprengeriana Sommier & Levier",0.1016
"eudicots","Scrophularia striata Boiss.",0.5
"eudicots","Scrophularia trifoliata L.",0.0896
"eudicots","Scrophularia umbrosa L.",0.09
"eudicots","Scrophularia urticifolia Wall. ex Benth.",0.0236
"eudicots","Scrophularia variegata M.Bieb.",0.2404
"eudicots","Scrophularia vernalis L.",0.2
"eudicots","Scrophularia xanthoglossa Boiss.",0.3
"eudicots","Scrophularia xylorrhiza Boiss. & Hausskn.",0.5176
"eudicots","Scutellaria adenostegia Briq.",0.822
"eudicots","Scutellaria adsurgens Popov",0.6092
"eudicots","Scutellaria albida L.",0.9304
"eudicots","Scutellaria altissima L.",1.0878
"eudicots","Scutellaria andrachnoides Vved.",0.2454545
"eudicots","Scutellaria brevibracteata subsp. subvelutina",1.87
"eudicots","Scutellaria californica A.Gray",0.793
"eudicots","Scutellaria columnae All.",2.6
"eudicots","Scutellaria condensata Rech.f.",0.8
"eudicots","Scutellaria drummondii Benth.",0.5
"eudicots","Scutellaria edelbergii Rech.f.",0.5735294
"eudicots","Scutellaria galericulata L.",0.75
"eudicots","Scutellaria humilis R.Br.",0.5675
"eudicots","Scutellaria incana Spreng.",1.6352
"eudicots","Scutellaria lanipes Juz.",0.66
"eudicots","Scutellaria lateriflora L.",0.304
"eudicots","Scutellaria leptostegia Juz.",0.5912
"eudicots","Scutellaria mesostegia Juz.",0.3857143
"eudicots","Scutellaria minor L.",0.2152
"eudicots","Scutellaria mollis R.Br.",0.6888
"eudicots","Scutellaria multicaulis Boiss.",0.5
"eudicots","Scutellaria nana A.Gray",0.9656
"eudicots","Scutellaria oligodonta Juz.",0.6104
"eudicots","Scutellaria orientalis L. subsp. sosnovskyi (Takht.) Fed.",1.2144
"eudicots","Scutellaria ovata Hill subsp. bracteata (Benth.) Epling",0.616
"eudicots","Scutellaria parvula Michx. var. leonardii (Epling) Fernald",0.508
"eudicots","Scutellaria pinnatifida A.Ham.",0.68
"eudicots","Scutellaria przewalskii Juz.",0.9512
"eudicots","Scutellaria pycnoclada Juz.",0.686
"eudicots","Scutellaria racemosa Pers.",0.2824
"eudicots","Scutellaria ramosissima Popov",0.4592
"eudicots","Scutellaria rubicunda Hornem.",1.2634
"eudicots","Scutellaria schweinfurthii subsp. paucifolia (Baker) A.J.Paton",0.8948
"eudicots","Scutellaria sieversii Bunge",0.9904
"eudicots","Scutellaria tomentosa Bertol.",1
"eudicots","Scutellaria tuberosa Benth.",1.267
"eudicots","Scutellaria wrightii A.Gray",0.6548
"eudicots","Scutia myrtina (Burm.f.) Kurz",28.97
"eudicots","Scutia spicata (Humb. & Bonpl. ex Willd.) Weberb.",24.2767606
"eudicots","Scyphanthus elegans D.Don",2.0394
"eudicots","Sebaea albidiflora F.Muell.",0.01988
"eudicots","Sebaea brachyphylla Griseb.",0.008
"eudicots","Sebaea leiostyla Gilg",0.0164
"eudicots","Sebaea longicaulis Schinz",0.008
"eudicots","Sebastiania fruticosa (Bartram) Fernald",37
"eudicots","Sebastiania pavoniana (Müll.Arg.) Müll.Arg.",25.1644
"eudicots","Secamone afzelii (Roem. & Schult.) K.Schum.",2.1496
"eudicots","Secamone buxifolia Decne.",4.8272
"eudicots","Secamone cristata Jum. & H.Perrier",8.4784
"eudicots","Secamone filiformis (L.f.) J.H.Ross",6.4428
"eudicots","Secamone geayi Constantin & Gallaud",7.247
"eudicots","Secamone parvifolia (Oliv.) Bullock",3.771
"eudicots","Secamone punctulata Decne.",15.0804
"eudicots","Secamone sparsiflora Klack.",3.3576
"eudicots","Sechiopsis triqueter (Ser.) Naudin",73.0088
"eudicots","Securidaca coriacea Bonpl.",40.11
"eudicots","Securidaca longipedunculata Fresen. var. longipedunculata",241.9772
"eudicots","Securidaca longipedunculata Fresen.",346.86
"eudicots","Securidaca sp.",20
"eudicots","Securidaca spinifex Sandwith",240
"eudicots","Securigera charadzeae (Chinth. & Tschuchr.) Czerep.",5.3808
"eudicots","Securigera cretica (L.) Lassen",2.2
"eudicots","Securigera globosa (Lam.) Lassen",3.4064
"eudicots","Securigera parviflora (Desv.) Lassen",2.4284
"eudicots","Securigera securidaca (L.) Dalla Torre & Sarnth.",7.9
"eudicots","Securigera varia (L.) Lassen",3.5
"eudicots","Seddera bagshawei Rendle",2.79912
"eudicots","Seddera capensis (E.Mey. ex Choisy) HalL.f.",1.8904
"eudicots","Seddera latifolia Hochst. & Steud.",2.5648
"eudicots","Seddera schizantha Hallier f.",1.7912
"eudicots","Sedella pumila (Benth.) Britton & Rose",0.6
"eudicots","Sedum acre L.",0.04
"eudicots","Sedum album L.",0.04
"eudicots","Sedum anglicum Huds.",0.039
"eudicots","Sedum annuum L.",0.01664
"eudicots","Sedum caespitosum (Cav.) DC.",0.033
"eudicots","Sedum caucasicum (Grossh.) Boriss.",0.0412
"eudicots","Sedum cockerellii Britton",0.0176
"eudicots","Sedum corynephyllum Fröd.",0.0224
"eudicots","Sedum cyprium A.K.Jacks. & Turrill",0.0313333
"eudicots","Sedum forsterianum Sm.",0.03292
"eudicots","Sedum heterodontum Hook.f. & Thomson",0.09422
"eudicots","Sedum hispanicum L.",0.03
"eudicots","Sedum integrifolium (Raf.) A.Nelson subsp. integrifolium",0.1588
"eudicots","Sedum involucratum M.Bieb.",0.0488
"eudicots","Sedum kamtschaticum Fisch.",0.08484
"eudicots","Sedum laconicum Boiss. & Heldr.",0.0456
"eudicots","Sedum lanceolatum Torr.",0.09
"eudicots","Sedum litoreum Guss.",0.032
"eudicots","Sedum maximum (L.) Suter",0.052
"eudicots","Sedum monregalense Balb.",0.0406912
"eudicots","Sedum nuttallianum Raf.",0.0212
"eudicots","Sedum obtusatum subsp. boreale R.T.Clausen",0.035
"eudicots","Sedum ochroleucum Chaix",0.0612
"eudicots","Sedum pallidum M.Bieb.",0.06
"eudicots","Sedum rhodiola Torr.",0.1543
"eudicots","Sedum rubens L.",0.0476
"eudicots","Sedum rupestre L.",0.0453488
"eudicots","Sedum ruwenzoriense Baker.f.",0.0256
"eudicots","Sedum sexangulare L.",0.032
"eudicots","Sedum spathulifolium Hook.",0.07
"eudicots","Sedum spurium M.Bieb.",0.07
"eudicots","Sedum stenopetalum Pursh",0.016
"eudicots","Sedum stoloniferum Gmelin",0.0612
"eudicots","Sedum telephium L.",0.05
"eudicots","Sedum tenellum M.Bieb.",0.0388
"eudicots","Sedum villosum L.",0.022
"eudicots","Selago albida Choisy ",0.2976
"eudicots","Selago alopecuroides Rolfe",0.3184
"eudicots","Selago amboensis Rolfe",0.2136
"eudicots","Selago angustibractea Hilliard",0.4376
"eudicots","Selago aspera Choisy",0.478
"eudicots","Selago densiflora Rolfe",0.2044
"eudicots","Selago dinteri Rolfe subsp. pseudodinteri Hilliard",0.10516
"eudicots","Selago glutinosa E.Mey.",1.33168
"eudicots","Selago kurtdinteri Hilliard",0.3508
"eudicots","Selago lepida Hilliard",0.3732
"eudicots","Selago linearis Rolfe",0.3192
"eudicots","Selago myrtifolia Rchb.",1.0472
"eudicots","Selago scabrida Thunb.",0.4264
"eudicots","Selago spp.",0.1
"eudicots","Selago thomsonii Rolfe",0.1868
"eudicots","Selago thomsonii Rolfe var. whyteana (Rolfe) Brenan",0.2244
"eudicots","Selago thomsonnii Rolfe var. caerulea (Rolfe) Brenan",0.1484
"eudicots","Selago thyrsoidea Baker var. nyikensis (Rolfe) Brenan",0.4
"eudicots","Selenia grandis R.F.Martin",2.8
"eudicots","Selinum candollei Edgew.",6.1876
"eudicots","Selinum carvifolia (L.) L.",1.44
"eudicots","Selinum caucasicum M.Bieb.",2.56
"eudicots","Selinum silaifolium (Jacq.) Beck",4.212
"eudicots","Selliera radicans Cav.",0.6206
"eudicots","Semecarpus australiensis Engl.",5000
"eudicots","Sempervivum caucasicum Rupr. ex Boiss.",0.042
"eudicots","Sempervivum globiferum L.",0.0548
"eudicots","Sempervivum globiferum L. subsp. hirtum (L.) 't Hart & Bleij",0.0616
"eudicots","Sempervivum heuffelii Schott",0.0416
"eudicots","Sempervivum marmoreum Griseb.",0.05204
"eudicots","Sempervivum matricum Letz",0.046
"eudicots","Sempervivum montanum L.",0.038
"eudicots","Sempervivum transcaucasicum Muirhead",0.0692
"eudicots","Senecio adenophyllus Meyen & Walp.",0.4832
"eudicots","Senecio adnatus DC.",6.8188
"eudicots","Senecio adonidifolius Loisel.",1.1248
"eudicots","Senecio almeidae Phil.",0.77
"eudicots","Senecio ambrosioides Rydb.",0.4
"eudicots","Senecio anethifolius A.Cunn. ex DC. subsp. anethifolius",0.5576
"eudicots","Senecio anthemidiphyllus J.Rémy",0.4772
"eudicots","Senecio appendiculatus Poir.",0.1211
"eudicots","Senecio aquaticus subsp. barbareifolius",0.321
"eudicots","Senecio aquaticus Hill",0.43
"eudicots","Senecio aquaticus Hill. subsp. aquaticus",0.2124
"eudicots","Senecio arenarius Thunb.",0.4
"eudicots","Senecio arleguianus Remy",0.6664
"eudicots","Senecio aronicoides DC.",1.813
"eudicots","Senecio articulatus (L.f.) Sch.Bip.",0.7066667
"eudicots","Senecio atacamensis Phil.",1.12552
"eudicots","Senecio atratus Greene",0.9096
"eudicots","Senecio aureus L.",0.181
"eudicots","Senecio auriculatissimus Britton",0.3888
"eudicots","Senecio austriacus E.H.L.Krause",0.9468
"eudicots","Senecio bahioides Hook. & Arn.",0.7684
"eudicots","Senecio barbertonicus Klatt",0.9404
"eudicots","Senecio baronii Humbert",0.6973607
"eudicots","Senecio behnii Ricardi & Marticor.",0.4946
"eudicots","Senecio benaventianus Remy",0.2716
"eudicots","Senecio bigelovii var. hallii A.Gray",2.7384
"eudicots","Senecio biserratus Belcher",0.202
"eudicots","Senecio bombayensis N.P.Balakr.",1.4132
"eudicots","Senecio brigalowensis I.Thomps.",0.7176
"eudicots","Senecio brunonianus Hook. & Arn.",0.62084
"eudicots","Senecio bupleuroides DC.",0.5644
"eudicots","Senecio burchellii DC.",0.31
"eudicots","Senecio cakilefolius DC.",0.4372
"eudicots","Senecio californicus DC.",0.146
"eudicots","Senecio campylocarpus I.Thomps.",0.226
"eudicots","Senecio candidans DC.",8.02
"eudicots","Senecio candollii Wedd.",0.8212
"eudicots","Senecio cannabifolius Less.",0.58
"eudicots","Senecio canus Hook.",0.624
"eudicots","Senecio chamomillifolius Phil.",0.4344
"eudicots","Senecio chilensis Less.",1.7712
"eudicots","Senecio chrysocoma Meerb.",0.3652
"eudicots","Senecio cinerascens Ait.",1.073
"eudicots","Senecio clivicola Wedd.",0.4488
"eudicots","Senecio congestus (R.Br.) DC.",0.6328
"eudicots","Senecio coquimbensis Phil.",0.4368
"eudicots","Senecio corymbiferus DC.",1.1365
"eudicots","Senecio crepidioides Phil.",0.4232
"eudicots","Senecio cruentus (Masson ex L'Hér.) DC.",0.19
"eudicots","Senecio ctenophyllus Phil.",0.5912
"eudicots","Senecio deltoideus Less.",0.154
"eudicots","Senecio deppeanus Hemsl.",0.2584
"eudicots","Senecio depressicola I.Thomps.",0.2192
"eudicots","Senecio donianus Hook. & Arn.",1.1156
"eudicots","Senecio doria L.",1.5433
"eudicots","Senecio doriiformis DC. subsp. doriiformis",3.102
"eudicots","Senecio doronicum L.",0.28
"eudicots","Senecio eboracensis R.J.Abbott & A.J.Lowe",0.2526667
"eudicots","Senecio engleranus O.Hoffm.",0.43988
"eudicots","Senecio erechtitioides Baker",0.4864
"eudicots","Senecio erraticus Bertol. subsp. barbareifolius (Wimm. et Grab.) Beger",0.21584
"eudicots","Senecio erucaeformis J.Rémy",0.7
"eudicots","Senecio erucifolius L. subsp. tenuifolius (Jacq.) Schübl. & G.Martens",0.2196
"eudicots","Senecio erucifolius L.",0.37
"eudicots","Senecio eruciformis Remy",0.61284
"eudicots","Senecio euclaensis I.Thomps.",0.75
"eudicots","Senecio extensus I.Thomps.",0.1904
"eudicots","Senecio farinifer Hook. & Arn.",0.5528
"eudicots","Senecio filaginoides DC.",0.56
"eudicots","Senecio fistulosus Poepp. ex Less.",0.81988
"eudicots","Senecio flaccidus var. monoensis",1.211
"eudicots","Senecio flaccidus subsp. douglasii (DC.) B.L.Turner & T.M.Barkley",0.707
"eudicots","Senecio flaccidus A.Rich. var. flaccidus",0.7768
"eudicots","Senecio flaccidus Lees subsp. flaccidus",0.6376
"eudicots","Senecio flavus (Decne.) Sch.Bip.",0.3816
"eudicots","Senecio fluviatilis Wallr.",0.411
"eudicots","Senecio francisci Phil.",1.4276
"eudicots","Senecio fuchsii C.C.Gmel.",1.17
"eudicots","Senecio garlandii F.Muell. ex Belcher",0.3756
"eudicots","Senecio gawlerensis M.E.Lawr.",0.48784
"eudicots","Senecio gerrardii Harv.",0.262
"eudicots","Senecio giessii Merxm.",0.2288
"eudicots","Senecio glaber Less.",0.6468
"eudicots","Senecio glaberrimus DC.",0.9072
"eudicots","Senecio glastifolius L.f.",0.4816
"eudicots","Senecio glaucus L. subsp. coronopifolius (Maire) J.C.M.Alexander",0.178
"eudicots","Senecio glomeratus subsp. longifructus I.Thomps.",0.118
"eudicots","Senecio glomeratus Desf. ex Poir. subsp. glomeratus",0.0903
"eudicots","Senecio glossanthus (Sond.) R.O.Blecher",0.409
"eudicots","Senecio grandidentatus Ledeb.",0.2736
"eudicots","Senecio gregorii F.Muell.",3.178
"eudicots","Senecio gunnii (Hook.f.) Belcher",0.253
"eudicots","Senecio gypsicola (R.J.Bates) I.Thomps.",6.224
"eudicots","Senecio hakeaefolium DC.",1.7544
"eudicots","Senecio hakeifolius Bertero ex DC.",2.4576
"eudicots","Senecio halimifolius L.",0.22
"eudicots","Senecio halophilus I.Thomps.",0.49952
"eudicots","Senecio hartwegii Benth.",7.5
"eudicots","Senecio helminthioides (Sch.Bip.) Hilliard",1.08
"eudicots","Senecio hercynicus Herborg subsp. hercynicus",1.0504
"eudicots","Senecio hieracifolius L.",1
"eudicots","Senecio hispidulus A.Rich.",0.3122
"eudicots","Senecio hydrophiloides Rydb.",1.331
"eudicots","Senecio hypoleucus F.Muell. ex Benth.",0.3992
"eudicots","Senecio ilicifolius L.",0.3004
"eudicots","Senecio inaequidens DC.",0.2572
"eudicots","Senecio incanus subsp. incanus",1.55
"eudicots","Senecio incanus L.",0.889
"eudicots","Senecio inornatus DC.",1.494
"eudicots","Senecio integerrimus subsp. major (A.Gray) Cronquist",1.263
"eudicots","Senecio integerrimus var. exaltatus (Nutt.) Cronquist",0.985
"eudicots","Senecio integerrimus Nutt.",0.76
"eudicots","Senecio isatidioides E.Phillips & C.A.Sm.",3.248
"eudicots","Senecio jacobaea L.",0.27
"eudicots","Senecio krascheninnikovii Schischk.",0.438
"eudicots","Senecio lageniformis I.Thomps.",0.4532
"eudicots","Senecio lanibracteus I.Thomps.",0.7666
"eudicots","Senecio latifolius DC.",1.584
"eudicots","Senecio leucanthemifolius Poir. subsp. caucasicus (DC.) Greuter",0.2252
"eudicots","Senecio leucanthemifolius Poir. subsp. vernalis (Waldst. & Kit.) Greuter",0.2088
"eudicots","Senecio linearifolius A.Rich. var. dangarensis Belcher ex I.Thomps.",0.3588
"eudicots","Senecio linearifolius A.Rich. var. arachnoideus I.Thomps.",0.2468
"eudicots","Senecio linearifolius A.Rich. var. latifolius I.Thomps.",0.3092
"eudicots","Senecio littoralis Poepp.",1.0587
"eudicots","Senecio longicollaris I.Thomps.",0.2308
"eudicots","Senecio lyoni A.Gray",0.748
"eudicots","Senecio macedonicus Griseb.",1.8388
"eudicots","Senecio macrocarpus F.Muell. ex Belcher",0.63
"eudicots","Senecio macrocephalus DC.",0.63948
"eudicots","Senecio madagascariensis Poir.",0.266
"eudicots","Senecio magnificus F.Muell.",2.8
"eudicots","Senecio mapuche Cabrera",5.3028
"eudicots","Senecio maritimus L.f.",0.3464
"eudicots","Senecio maydae Merxm.",0.5884
"eudicots","Senecio megaglossus F.Muell.",16.644
"eudicots","Senecio micropifolius DC.",0.9148
"eudicots","Senecio milanjianus S.Moore",0.4532
"eudicots","Senecio minimus Poir.",0.1524
"eudicots","Senecio moorei R.E.Fr.",0.31
"eudicots","Senecio munnozii Cabrera",1.2848
"eudicots","Senecio murorum J.Rémy",0.67
"eudicots","Senecio neaei DC.",1.0458
"eudicots","Senecio nigrapicus I.Thomps.",0.2984
"eudicots","Senecio niveus Willd.",0.4192
"eudicots","Senecio odoratus Hornem.",0.329
"eudicots","Senecio oederiifolius DC.",0.3412
"eudicots","Senecio olivaceobracteatus Ric. & Martic.",0.7388
"eudicots","Senecio oreinus Cabrera",0.614
"eudicots","Senecio oreophyton Remy",0.7311475
"eudicots","Senecio orientalis Willd.",0.3
"eudicots","Senecio ovatus (G.Gaertn., B.Mey. & Scherb.) Willd. subsp. ovatus",0.938
"eudicots","Senecio paludosus L.",0.579
"eudicots","Senecio pancicii Degen",0.8092
"eudicots","Senecio panduriformis Hilliard",1.518
"eudicots","Senecio papposus (Rchb.) Less.",0.8312
"eudicots","Senecio parvifolius DC.",4.4396
"eudicots","Senecio pauperculus Michx.",0.257
"eudicots","Senecio pectinatus DC. var. pectinatus",0.7916
"eudicots","Senecio pectinatus DC. var. major F.Muell. ex Belcher",1.2772
"eudicots","Senecio peltophorus Brenan",0.2342767
